city,area_name,category,notes,zip_code
Coronado,Coronado Village,neighborhood,,92118
Coronado,Country Club area,neighborhood,,92118
Coronado,Ferry Landing area,neighborhood,,92118
Coronado,Coronado Cays – Bahama Village,subdivision/master-planned,,92118
Coronado,Coronado Cays – Bermuda Village,subdivision/master-planned,,92118
Coronado,Coronado Cays – Blue Anchor,subdivision/master-planned,,92118
Coronado,Coronado Cays – Green Turtle,subdivision/master-planned,,92118
Coronado,Coronado Cays – Jamaica Village,subdivision/master-planned,,92118
Coronado,Coronado Cays – Kingston Court,subdivision/master-planned,,92118
Coronado,Coronado Cays – Mardi Gras,subdivision/master-planned,,92118
Coronado,Coronado Cays – Port Royale,subdivision/master-planned,,92118
Coronado,Coronado Cays – The Point,subdivision/master-planned,,92118
Coronado,Coronado Cays – Trinidad Village,subdivision/master-planned,,92118
Del Mar,Beach Colony,neighborhood,,92014
Del Mar,Del Mar Village,neighborhood,,92014
Del Mar,Olde Del Mar,neighborhood,,92014
El Cajon,Bostonia (portion),neighborhood,,92020
El Cajon,Cajon Heights,neighborhood,,92020
El Cajon,Downtown El Cajon,neighborhood,,92020
El Cajon,Fletcher Hills (portion),neighborhood,,92020
El Cajon,Granite Hills (portion),neighborhood,,92019
El Cajon,Wells Park,neighborhood,,92020
Encinitas,Cardiff-by-the-Sea,community,,92007
Encinitas,Leucadia,community,,92024
Encinitas,New Encinitas,community,,92024
Encinitas,Old Encinitas,community,,92024
Encinitas,Olivenhain,community,,92024
Encinitas,Cardiff Composer District,neighborhood,,92007
Encinitas,Cardiff Walking District,neighborhood,,92007
Encinitas,Encinitas Highlands,neighborhood,,92024
Encinitas,Northview,neighborhood,,92024
Encinitas,Pacific Serena,neighborhood,,92024
Encinitas,San Dieguito (Old Encinitas core),neighborhood,,92024
Encinitas,Cantebria,subdivision/master-planned,,92024
Encinitas,Copper Crest,subdivision/master-planned,,92024
Encinitas,Country Rose,subdivision/master-planned,,92024
Encinitas,Encinitas Ranch,subdivision/master-planned,,92024
Encinitas,Knightsbridge,subdivision/master-planned,,92024
Encinitas,Lake Val Sereno,subdivision/master-planned,,92024
Encinitas,New Villanitas,subdivision/master-planned,,92024
Encinitas,Summerfield/Summerhill,subdivision/master-planned,,92024
Encinitas,Village Park,subdivision/master-planned,,92024
Encinitas,Villanitas,subdivision/master-planned,,92024
Encinitas,Wildflower Estates,subdivision/master-planned,,92024
Escondido,Downtown Escondido,neighborhood,,92025
Escondido,East Grove,neighborhood,,92027
Escondido,Felicita Park area,neighborhood,,92025
Escondido,Midway,neighborhood,,92027
Escondido,North Escondido,neighborhood,,92026
Escondido,Old Escondido Historic District,neighborhood,,92025
Escondido,South Escondido,neighborhood,,92025
Escondido,City Square (Downtown condos),subdivision/master-planned,,92025
Escondido,Eureka Springs,subdivision/master-planned,,92026
Escondido,Rancho Vistamonte,subdivision/master-planned,,92029
Imperial Beach,City Center / Palm Ave corridor,neighborhood,,91932
Imperial Beach,Seacoast (Beachfront),neighborhood,,91932
Imperial Beach,Seaside Point,neighborhood,,91932
Imperial Beach,Imperial Palms Condos,subdivision/master-planned,,91932
Imperial Beach,The Tapestry,subdivision/master-planned,,91932
Imperial Beach,Tradewinds,subdivision/master-planned,,91932
La Mesa,Downtown Village,neighborhood,,91942
La Mesa,Eastridge,neighborhood,,91942
La Mesa,Fletcher Hills (portion),neighborhood,,91942
La Mesa,Grossmont,neighborhood,,91942
La Mesa,Lake Murray (La Mesa side),neighborhood,,91942
La Mesa,Serramar,neighborhood,,91941
La Mesa,Severin-Grossmont,neighborhood,,91942
La Mesa,Windsor Hills / Mt. Nebo,neighborhood,,91941
Lemon Grove,Central Lemon Grove,neighborhood,,91945
Lemon Grove,Civic Center/Downtown,neighborhood,,91945
Lemon Grove,Lemon Grove Park,neighborhood,,91945
Lemon Grove,North Lemon Grove,neighborhood,,91945
Lemon Grove,South Lemon Grove,neighborhood,,91945
National City,El Toyon,neighborhood,,91950
National City,Kimball,neighborhood,,91950
National City,Old Town National City,neighborhood,,91950
National City,Paradise Village area,neighborhood,,91950
National City,Rancho de la Nacion (historic),neighborhood,,91950
Oceanside,Downtown Oceanside,neighborhood,,92054
Oceanside,Fire Mountain,neighborhood,,92057
Oceanside,Guajome,neighborhood,,92057
Oceanside,Henie Hills,neighborhood,,92056
Oceanside,Ivey Ranch,neighborhood,,92057
Oceanside,Loma Alta,neighborhood,,92058
Oceanside,Morro Hills,neighborhood,,92056
Oceanside,North Valley,neighborhood,,92057
Oceanside,Ocean Hills,neighborhood,,92056
Oceanside,Peacock Hills,neighborhood,,92057
Oceanside,Rancho Del Oro,neighborhood,,92057
Oceanside,San Luis Rey,neighborhood,,92057
Oceanside,South Oceanside,neighborhood,,92054
Oceanside,Tri-City,neighborhood,,92054
Oceanside,Whelan Ranch,neighborhood,,92058
Oceanside,Ocean Hills Country Club (55+),subdivision/master-planned,,92056
Oceanside,Rancho Del Oro Villages,subdivision/master-planned,,92057
Oceanside,Village of Montego (Harbor),subdivision/master-planned,,92054
Poway,Bridlewood,neighborhood,,92064
Poway,Garden Road,neighborhood,,92064
Poway,Green Valley,neighborhood,,92064
Poway,High Valley,neighborhood,,92064
Poway,Huntington Gate,neighborhood,,92064
Poway,Old Poway,neighborhood,,92064
Poway,Poway Oaks,neighborhood,,92064
Poway,Rancho Arbolitos,neighborhood,,92064
Poway,Rolling Hills,neighborhood,,92064
Poway,The Palisades,neighborhood,,92064
Poway,Valle Verde,neighborhood,,92064
Poway,Bridlewood Lakeside,subdivision/master-planned,,92064
Poway,Sereno,subdivision/master-planned,,92064
Poway,Silver Saddle Ranch,subdivision/master-planned,,92064
Poway,Stone Canyon,subdivision/master-planned,,92064
Poway,Stoneridge,subdivision/master-planned,,92064
Poway,The Heritage,subdivision/master-planned,,92064
Poway,Vineland Hills,subdivision/master-planned,,92064
San Diego,Balboa Park,community,Community Planning Area,92101
San Diego,Barrio Logan,community,Community Planning Area,92113
San Diego,Black Mountain Ranch (Del Sur),community,Community Planning Area,92127
San Diego,Carmel Mountain Ranch,community,Community Planning Area,92128
San Diego,Carmel Valley,community,Community Planning Area,92130
San Diego,City Heights,community,Community Planning Area,92105
San Diego,Clairemont Mesa,community,Community Planning Area,92117
San Diego,College Area,community,Community Planning Area,92115
San Diego,Del Mar Mesa,community,Community Planning Area,92130
San Diego,Downtown,community,Community Planning Area,92101
San Diego,Eastern Area,community,Community Planning Area,92105
San Diego,Encanto Neighborhoods,community,Community Planning Area,92114
San Diego,Fairbanks Country Club,community,Community Planning Area,92067
San Diego,Golden Hill,community,Community Planning Area,92102
San Diego,Kearny Mesa,community,Community Planning Area,92123
San Diego,Kensington-Talmadge,community,Community Planning Area,92105
San Diego,La Jolla,community,Community Planning Area,92037
San Diego,Linda Vista,community,Community Planning Area,92111
San Diego,Mid-City: Kensington-Talmadge,community,Community Planning Area,92105
San Diego,Mid-City: Normal Heights,community,Community Planning Area,92116
San Diego,Midway-Pacific Highway,community,Community Planning Area,92110
San Diego,Mira Mesa,community,Community Planning Area,92126
San Diego,Miramar Ranch North,community,Community Planning Area,92127
San Diego,Mission Bay Park,community,Community Planning Area,92109
San Diego,Mission Beach,community,Community Planning Area,92109
San Diego,Mission Valley,community,Community Planning Area,92108
San Diego,Navajo,community,Community Planning Area,92119
San Diego,North Park,community,Community Planning Area,92104
San Diego,Ocean Beach,community,Community Planning Area,92107
San Diego,Old Town,community,Community Planning Area,92110
San Diego,Otay Mesa,community,Community Planning Area,92154
San Diego,Otay Mesa-Nestor,community,Community Planning Area,92154
San Diego,Pacific Beach,community,Community Planning Area,92109
San Diego,Peninsula,community,Community Planning Area,92106
San Diego,Rancho Bernardo,community,Community Planning Area,92127
San Diego,Rancho Encantada (Stonebridge),community,Community Planning Area,92127
San Diego,Rancho Peñasquitos,community,Community Planning Area,92129
San Diego,Sabre Springs,community,Community Planning Area,92131
San Diego,San Pasqual,community,Community Planning Area,92025
San Diego,San Ysidro,community,Community Planning Area,92173
San Diego,Scripps Miramar Ranch,community,Community Planning Area,92131
San Diego,Scripps Ranch,community,Community Planning Area,92131
San Diego,Serra Mesa,community,Community Planning Area,92111
San Diego,Skyline-Paradise Hills,community,Community Planning Area,92139
San Diego,Southeastern San Diego,community,Community Planning Area,92114
San Diego,Tierrasanta,community,Community Planning Area,92124
San Diego,Torrey Highlands,community,Community Planning Area,92130
San Diego,Torrey Hills,community,Community Planning Area,92130
San Diego,Torrey Pines,community,Community Planning Area,92037
San Diego,University (UTC),community,Community Planning Area,92122
San Diego,Uptown (Hillcrest/Bankers Hill/Mission Hills),community,Community Planning Area,92103
San Diego,Allied Gardens,neighborhood,,92119
San Diego,Alta Vista,neighborhood,,92126
San Diego,Bankers Hill/Park West,neighborhood,,92103
San Diego,Barrio Logan,neighborhood,,92113
San Diego,Bay Ho,neighborhood,,92117
San Diego,Bay Park,neighborhood,,92117
San Diego,Bernardo Heights,neighborhood,,92128
San Diego,Bird Rock,neighborhood,,92037
San Diego,Broadway Heights,neighborhood,,92102
San Diego,Carmel Mountain Ranch,neighborhood,,92128
San Diego,Carmel Valley,neighborhood,,92130
San Diego,Chollas Creek,neighborhood,,92105
San Diego,Chollas View,neighborhood,,92105
San Diego,Clairemont Mesa East,neighborhood,,92117
San Diego,Clairemont Mesa West,neighborhood,,92117
San Diego,College Area,neighborhood,,92115
San Diego,Core-Columbia,neighborhood,,92101
San Diego,Cortez Hill,neighborhood,,92101
San Diego,Del Cerro,neighborhood,,92115
San Diego,Del Mar Mesa,neighborhood,,92130
San Diego,Del Sur (Black Mountain Ranch),neighborhood,,92127
San Diego,East Village,neighborhood,,92101
San Diego,Egger Highlands,neighborhood,,92139
San Diego,El Cerrito,neighborhood,,92105
San Diego,Emerald Hills,neighborhood,,92114
San Diego,Encanto,neighborhood,,92114
San Diego,Golden Hill,neighborhood,,92102
San Diego,Grantville,neighborhood,,92120
San Diego,Hillcrest,neighborhood,,92103
San Diego,Jamacha,neighborhood,,92114
San Diego,Kearny Mesa,neighborhood,,92123
San Diego,Kensington,neighborhood,,92105
San Diego,La Jolla,neighborhood,,92037
San Diego,Lincoln Park,neighborhood,,92114
San Diego,Linda Vista,neighborhood,,92111
San Diego,Little Italy,neighborhood,,92101
San Diego,Logan Heights,neighborhood,,92113
San Diego,Lomita Village,neighborhood,,92154
San Diego,Marina District,neighborhood,,92101
San Diego,Meadowbrook,neighborhood,,92114
San Diego,Midway District,neighborhood,,92110
San Diego,Mira Mesa,neighborhood,,92126
San Diego,Mission Beach,neighborhood,,92109
San Diego,Mission Hills,neighborhood,,92103
San Diego,Mission Valley East,neighborhood,,92108
San Diego,Mission Valley West,neighborhood,,92108
San Diego,Morena,neighborhood,,92110
San Diego,Mountain View,neighborhood,,92114
San Diego,Mt. Hope,neighborhood,,92102
San Diego,Nestor,neighborhood,,92154
San Diego,Normal Heights,neighborhood,,92116
San Diego,North Park,neighborhood,,92104
San Diego,O'Farrell,neighborhood,,92139
San Diego,Oak Park,neighborhood,,92113
San Diego,Ocean Beach,neighborhood,,92107
San Diego,Old Town,neighborhood,,92110
San Diego,Otay Mesa,neighborhood,,92154
San Diego,Otay Mesa West,neighborhood,,92154
San Diego,Pacific Beach,neighborhood,,92109
San Diego,Palm City,neighborhood,,92154
San Diego,Paradise Hills,neighborhood,,92139
San Diego,Point Loma,neighborhood,,92106
San Diego,Rancho Bernardo,neighborhood,,92127
San Diego,Rancho Peñasquitos,neighborhood,,92129
San Diego,Redwood Village,neighborhood,,92105
San Diego,Rolando,neighborhood,,92115
San Diego,Sabre Springs,neighborhood,,92131
San Diego,San Carlos,neighborhood,,92119
San Diego,San Ysidro,neighborhood,,92173
San Diego,Scripps Ranch,neighborhood,,92131
San Diego,Serra Mesa,neighborhood,,92111
San Diego,Shelltown,neighborhood,,92113
San Diego,Sherman Heights,neighborhood,,92102
San Diego,Skyline,neighborhood,,92114
San Diego,Sorrento Mesa,neighborhood,,92121
San Diego,Sorrento Valley,neighborhood,,92121
San Diego,South Park,neighborhood,,92116
San Diego,Southcrest,neighborhood,,92114
San Diego,Stockton,neighborhood,,92113
San Diego,Stonebridge (Rancho Encantada),neighborhood,,92127
San Diego,Sunset Cliffs,neighborhood,,92107
San Diego,Talmadge,neighborhood,,92116
San Diego,Tijuana River Valley,neighborhood,,92154
San Diego,Torrey Highlands,neighborhood,,92130
San Diego,Torrey Hills,neighborhood,,92130
San Diego,Torrey Pines,neighborhood,,92037
San Diego,University City (UTC),neighborhood,,92122
San Diego,University Heights,neighborhood,,92116
San Diego,Valencia Park,neighborhood,,92114
San Diego,Webster,neighborhood,,92154
San Diego,Bernardo Heights,subdivision/master-planned,,92128
San Diego,Camino Bernardo,subdivision/master-planned,,92127
San Diego,Carmel Country Highlands,subdivision/master-planned,,92130
San Diego,Del Sur,subdivision/master-planned,,92127
San Diego,Oaks North (55+),subdivision/master-planned,,92127
San Diego,Pacific Highlands Ranch,subdivision/master-planned,,92130
San Diego,Scripps Ranch Villages,subdivision/master-planned,,92131
San Diego,Seven Oaks (55+),subdivision/master-planned,,92127
San Diego,Stonebridge Estates (Rancho Encantada),subdivision/master-planned,,92127
San Diego,Torrey Highlands (various villages),subdivision/master-planned,,92130
San Diego,Torrey Hills (master-planned),subdivision/master-planned,,92130
San Diego,Westwood (Rancho Bernardo),subdivision/master-planned,,92127
San Marcos,Discovery Hills,neighborhood,,92078
San Marcos,Richmar (Downtown),neighborhood,,92078
San Marcos,University District/North City,neighborhood,,92078
San Marcos,Old Creek Ranch,subdivision/master-planned,,92069
San Marcos,Rancho Dorado,subdivision/master-planned,,92069
San Marcos,Rancho Santalina,subdivision/master-planned,,92069
San Marcos,San Elijo Hills,subdivision/master-planned,,92078
San Marcos,Santa Fe Hills,subdivision/master-planned,,92078
San Marcos,Twin Oaks Valley,subdivision/master-planned,,92078
San Marcos,Twin Oaks Valley Ranch,subdivision/master-planned,,92078
Santee,Carlton Hills,neighborhood,,92071
Santee,Carlton Oaks,neighborhood,,92071
Santee,Town Center,neighborhood,,92071
Santee,Fanita Ranch (planned),subdivision/master-planned,Approved/entitled phases; long-term buildout,92071
Santee,Riverwalk,subdivision/master-planned,,92071
Santee,Sky Ranch,subdivision/master-planned,,92071
Solana Beach,Del Mar Beach Club area,neighborhood,,92075
Solana Beach,Eden Gardens (La Colonia),neighborhood,,92075
Solana Beach,Lomas Santa Fe,neighborhood,,92075
Solana Beach,Solana Hills,neighborhood,,92075
Solana Beach,West Solana Beach,neighborhood,,92075
Solana Beach,Loma Del Cielo,subdivision/master-planned,,92075
Solana Beach,Lomas Santa Fe Estates,subdivision/master-planned,,92075
Solana Beach,Saint Francis Court,subdivision/master-planned,,92075
Solana Beach,Saratoga West,subdivision/master-planned,,92075
Solana Beach,Sea Turf,subdivision/master-planned,,92075
Solana Beach,Seascape (various condo complexes),subdivision/master-planned,,92075
Vista,Alta Vista,neighborhood,,92084
Vista,Breeze Hill,neighborhood,,92083
Vista,Downtown Vista (Vista Village),neighborhood,,92084
Vista,East Vista,neighborhood,,92084
Vista,North Vista,neighborhood,,92083
Vista,Shadowridge,neighborhood,,92081
Vista,Warmlands,neighborhood,,92084
Vista,Moncado Springs,subdivision/master-planned,,92084
Vista,Shadowridge (master-planned area),subdivision/master-planned,,92081
Vista,Stonegate,subdivision/master-planned,,92083
